Schema,Domain,Domain Description,Field,Array Field,Type,Related,Cardinality,Description
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",address_county_fips_code,,String,,,The Federal Information Processing Standards (FIPS) code assigned to each county.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",address_state_province,,String,,,The state or province abbreviation within the country for the address.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",address_postal_code,,String,,,The ZIP code or postal code where the address is located.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",address_zip_code_extension,,String,,,The four-character extension to the ZIP code or postal code.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",address_country,,String,,,The name of the country where the address is located. Values in the field reflect data as received by Abacus.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",address_longitude,,String,,,The geographic longitude of the address.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",address_latitude,,String,,,The geographic latitude of the address.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",address_eff_date,,Datetime,,,"This is the date from which the address is effective, for the subject that contains this address."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",address_exp_date,,Datetime,,,"This is the date to which the address is effective, for the subject that contains this address."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",address_confidential_status,,String,,,"This is status of confidentiality of address, for example, Active (if the address is confidential)."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",address_validation_status,,String,,,"This is the validation status for the address. Examples - Partially Verified, Verified, Unverified, Ambiguous."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",address_verification_status,,String,,,"This is the verification status for the address. Examples - Partially Verified, Verified, Unverified, Ambiguous."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",address_address_source,,String,,,This is the source that is providing the address data.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",address_active_ind,,Boolean,,,This indicates whether this address is an active address.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",other_addresses,,Array,address_info,one-many,This lists known addresses of the member.
Person,member,,,reference_id,String,,,This is a unique identifier.
Person,member,,,address_type,String,,,The type of the address. Examples are  postal | physical | both.
Person,member,,,attn_care_of,String,,,This is the attention care line of the address data.
Person,member,,,address_use,String,,,The use of the address. Examples are: home | work | temp | old | billing.
Person,member,,,address_line_1,String,,,The first address line in an address. Examples are: street number | street name | P.O. Box.
Person,member,,,address_line_2,String,,,The second address line in an address. Examples are: suite number | floor number | apartment number.
Person,member,,,address_line_3,String,,,The third address line in an address.
Person,member,,,address_line_4,String,,,The fourth address line in an address.
Person,member,,,po_box,String,,,The PO Box information in an address.
Person,member,,,rank,String,,,The ranking of the address relative to other addresses included. A high rank indicates a preferred address.
Person,member,,,entity_type,String,,,The entity type associated with the contact. Examples are: PROV | FACILITY | ORGANIZATION | NON-PROVIDER.
Person,member,,,quadrant,String,,,"The general area of a location, particularly in cities with grid-based street systems to divide the city into four main sections. Examples are: Northwest | Northeast | Southwest | Southeast."
Person,member,,,ward,String,,,"The geographic division or subdivision of a city or county, often used for administrative or political purposes. Values in the field reflect as received by Abacus."
Person,member,,,city,String,,,The name of the city where the address is located. Values in the field reflect data as received by Abacus.
Person,member,,,county,String,,,The name of the county where the address is located. Values in the field reflect data as received by Abacus.
Person,member,,,county_fips_code,String,,,The Federal Information Processing Standards (FIPS) code assigned to each county.
Person,member,,,state_province,String,,,The state or province abbreviation within the country for the address.
Person,member,,,postal_code,String,,,The ZIP code or postal code where the address is located.
Person,member,,,zip_code_extension,String,,,The four-character extension to the ZIP code or postal code.
Person,member,,,country,String,,,The name of the country where the address is located. Values in the field reflect data as received by Abacus.
Person,member,,,longitude,String,,,The geographic longitude of the address.
Person,member,,,latitude,String,,,The geographic latitude of the address.
Person,member,,,eff_date,Datetime,,,"This is the date from which the address is effective, for the subject that contains this address."
Person,member,,,exp_date,Datetime,,,"This is the date to which the address is effective, for the subject that contains this address."
Person,member,,,confidential_status,String,,,"This is status of confidentiality of address, for example, Active (if the address is confidential)."
Person,member,,,validation_status,String,,,"This is the validation status for the address. Examples - Partially Verified, Verified, Unverified, Ambiguous."
Person,member,,,verification_status,String,,,"This is the verification status for the address. Examples - Partially Verified, Verified, Unverified, Ambiguous."
Person,member,,,address_source,String,,,This is the source that is providing the address data.
Person,member,,,active_ind,Boolean,,,This indicates whether this address is an active address.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",home_phone_number,,String,,,"This is the complete text phone number, including country code, area code, and local phone number."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",home_phone_confidential_status,,String,,,"This is the status of the confidential phone number, for example, Active."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",home_phone_eff_date,,Datetime,,,"This is the date from which the phone number is effective, for the subject that is related to this phone."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",home_phone_exp_date,,Datetime,,,"This is the date to which the phone number is effective, for the subject that is related to this phone."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",work_phone_number,,String,,,"This is the complete text phone number, including country code, area code, and local phone number."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",work_phone_confidential_status,,String,,,"This is the status of the confidential phone number, for example, Active."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",work_phone_eff_date,,Datetime,,,"This is the date from which the phone number is effective, for the subject that is related to this phone."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",work_phone_exp_date,,Datetime,,,"This is the date to which the phone number is effective, for the subject that is related to this phone."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",mobile_phone_number,,String,,,"This is the complete text phone number, including country code, area code, and local phone number."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",mobile_phone_confidential_status,,String,,,"This is the status of the confidential phone number, for example, Active."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",mobile_phone_eff_date,,Datetime,,,"This is the date from which the phone number is effective, for the subject that is related to this phone."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",mobile_phone_exp_date,,Datetime,,,"This is the date to which the phone number is effective, for the subject that is related to this phone."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",other_phones,,Array,phone_info,one-many,This lists known phone numbers of the member.
Person,member,,,reference_id,String,,,This is a unique identifier
Person,member,,,phone_type,String,,,"This is the type of phone. Examples include home, work, and cell."
Person,member,,,number,String,,,"This is the complete text phone number, including country code, area code, and local phone number."
Person,member,,,country_code,String,,,This is the country code for the phone number.
Person,member,,,area_code,String,,,This is the area code for the phone number.
Person,member,,,extension,String,,,This is the extension for the phone number.
Person,member,,,rank,String,,,Specify preferred order of use (1 = highest).
Person,member,,,active_ind,Boolean,,,This indicates whether the phone number is active.
Person,member,,,line_type,String,,,This is the type of phone line.
Person,member,,,local_number,String,,,This is the local phone number (excluding country code and area code).
Person,member,,,confidential_status,String,,,"This is the status of the confidential phone number, for example, Active."
Person,member,,,eff_date,Datetime,,,"This is the date from which the phone number is effective, for the subject that is related to this phone."
Person,member,,,exp_date,Datetime,,,"This is the date to which the phone number is effective, for the subject that is related to this phone."
Person,member,,,phone_source,String,,,"This is the name of the source for the phone number. Phone numbers can originate from different sources or be obtained through verification and validation with third-party sources. Examples include Medicare, Acxiom, and PCP."
Person,member,,,priority,Boolean,,,This indicates whether the phone number is the person's or organization's primary phone number.
Person,member,,,validation_status,String,,,"The validation status of phone number, such as valid, invalid, or unknown."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",email_email,,String,,,This is the person or organization's email address.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",email_confidential_status,,String,,,"This is the status of the confidential email address, for example, Active."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",email_validation_status,,String,,,This includes the validation status  for the email address.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",email_eff_date,,Datetime,,,"This is the date from which the email address is effective, for the subject that is related to this email."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",email_exp_date,,Datetime,,,"This is the date up to which the email address is effective, for the subject that is related to this email."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",email_email_use,,String,,,"This attribute categorizes an email address based on its intended purpose or status in relation to communication preferences. Possible Values: home, work, temp, old, etc."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",email_active_ind,,Boolean,,,This indicates whether an email address is active.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",other_emails,,Array,email_info,one-many,This lists known email addresses of the member.
Person,member,,,reference_id,String,,,This is a unique identifier
Person,member,,,email_type,String,,,This is the type of email address.
Person,member,,,email,String,,,This is the person or organization's email address.
Person,member,,,confidential_status,String,,,"This is the status of the confidential email address, for example, Active."
Person,member,,,validation_status,String,,,This includes the validation status  for the email address.
Person,member,,,eff_date,Datetime,,,"This is the date from which the email address is effective, for the subject that is related to this email."
Person,member,,,exp_date,Datetime,,,"This is the date up to which the email address is effective, for the subject that is related to this email."
Person,member,,,email_use,String,,,"This attribute categorizes an email address based on its intended purpose or status in relation to communication preferences. Possible Values: home, work, temp, old, etc."
Person,member,,,rank,String,,,Specify preferred order of use (1 = highest).
Person,member,,,source,String,,,This is the source system providing email data.
Person,member,,,active_ind,Boolean,,,This indicates whether an email address is active.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",social_profile_social_profile_type,,String,,,"This is the social media profile type. Examples include Facebook, Instagram, and Twitter."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",social_profile_profile_url,,String,,,This is the uniform resource locator (URL) of the person's social media profile.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",other_social_profiles,,Array,social_profile_info,one-many,This lists known social profiles of the member.
Person,member,,,reference_id,String,,,This is a unique identifier
Person,member,,,social_profile_type,String,,,"This is the social media profile type. Examples include Facebook, Instagram, and Twitter."
Person,member,,,profile_url,String,,,This is the uniform resource locator (URL) of the person's social media profile.
Person,member,,,active_profile,Boolean,,,This indicates whether the person's social media profile is active.
Person,member,,,profile_use,String,,,"This is the type of profile type . Examples include home, work, and temp old."
Person,member,,,eff_date,Date,,,This is the date from which the profile is effective.
Person,member,,,exp_date,Date,,,This is the date to which the profile is effective.
Person,member,,,rank,String,,,Specify preferred order of use (1 = highest).
Person,member,,,source,String,,,This is the source system providing the social profile data.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",associated_persons,,Array,associated_person_info,one-many,This lists people who are associated with the member.
Person,member,,,reference_id,String,,,This is a unique identifier.
Person,member,,,id,String,,,This is a key associated with the associated person.
Person,member,,,name,String,,,This is the name for the associated person.
Person,member,,,gender,String,,,This is the gender for the associated person.
Person,member,,,address,String,,,This is the address for the associated person.
Person,member,,,phone_number,String,,,This is the phone number for the associated person.
Person,member,,,email,String,,,This is the email for the associated person.
Person,member,,,association_type,String,,,This is the type of relationship between the person or organization and the associated person.
Person,member,,,association_type_code,String,,,This is the code for type of relationship between the person or organization and the associated person.
Person,member,,,association_type_system,String,,,This is the system of code for type of relationship between the person or organization and the associated person.
Person,member,,,organization_id,String,,,This is the id of organization of the associated person.
Person,member,,,source,String,,,This is the source system providing associated persons data.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",privacy_preference_opt_out,,Boolean,,,This indicates whether the person or organization has fully opted out of all marketing communications.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",opt_out_all_contact_ind,,Boolean,,,This indicates whether the person or organization may be contacted.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",contact_party,,String,,,This is the name of the party being contacted.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",opt_out_email_ind,,Boolean,,,This indicates whether the person or organization has opted out of email communications.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",privacy_preference_eff_date,,Date,,,This is the effective date of the privacy opt-out time period.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",privacy_preference_exp_date,,Date,,,This is the end date of the privacy opt-out time period.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",opt_out_text_ind,,Boolean,,,This indicates whether the person or organization has opted out of text message communications.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",ecds_ind,,Boolean,,,"This indicates if the health plan can receive any electronic clinical quality data for the patient, enter a '1' in this field. Otherwise, enter a '0' for the patient in this field."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",national_id,,String,,,This is the member's national identifier for the country. An example is Social Security number for the U.S.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",national_id_check_digit,,String,,,This is the digit check for the reference ID.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",national_id_last_updated_date,,Datetime,,,This is the date and time that the identification was last updated in the source system.
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",national_id_status,,String,,,"This is the current status of the identification. Examples include valid, expired, and revoked."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",base_demographic_gender,,String,,,"This is the self-identification for a person. Examples include male, female, and transgender."
Person,member,"This is the subject area version of the Member domain. A member is an insured individual with associated health insurance data, such as claims, eligibility, or authorization. A member obtains insurance coverage through a health plan for one or more products and associated benefits and services. A member can also have multiple coverage services through different contracted insurance and employer group offerings. All coverage is evaluated through a coordination of benefits model. A member is either the primary subscriber (holds the insurance relationship) or a dependent through a member subscriber.",base_demographic_sex,,String,,,"This is the current, biologically determined sex for the person. Examples include male and female."
